,x,y,conf,cls_conf,cls_pred,file
0,188.8004150390625,314.23223876953125,0.9935557246208191,0.9817295670509338,1.0,data/custom/images/tr-0001-0000.jpg
1,423.4228210449219,214.21788024902344,0.9658163785934448,0.9880589842796326,1.0,data/custom/images/tr-0001-0001.jpg
2,305.16717529296875,302.27691650390625,0.9859678745269775,0.9528704285621643,1.0,data/custom/images/tr-0002-0000.jpg
3,365.64654541015625,353.2954406738281,0.9951033592224121,0.994282603263855,1.0,data/custom/images/tr-0002-0001.jpg
4,153.36795043945312,389.94744873046875,0.9876776337623596,0.9860833287239075,1.0,data/custom/images/tr-0002-0002.jpg
5,159.06588745117188,369.6343994140625,0.9830498099327087,0.9979206919670105,1.0,data/custom/images/tr-0002-0003.jpg
6,171.614990234375,400.9346618652344,0.9739276170730591,0.9896005988121033,1.0,data/custom/images/tr-0002-0004.jpg
7,164.1859130859375,381.275634765625,0.9422098398208618,0.9973573088645935,1.0,data/custom/images/tr-0002-0005.jpg
8,353.6845397949219,300.47760009765625,0.9294439554214478,0.9951800107955933,1.0,data/custom/images/tr-0002-0006.jpg
9,100.07622528076172,366.01849365234375,0.9892029166221619,0.9927055239677429,1.0,data/custom/images/tr-0002-0007.jpg
10,168.8737030029297,381.6336975097656,0.9651273488998413,0.9737836718559265,1.0,data/custom/images/tr-0003-0000.jpg
11,332.95068359375,400.44158935546875,0.9903615713119507,0.8047013282775879,1.0,data/custom/images/tr-0003-0001.jpg
12,330.7267761230469,399.4432067871094,0.8485584855079651,0.5243156552314758,0.0,data/custom/images/tr-0003-0002.jpg
13,303.0481872558594,356.47381591796875,0.9296878576278687,0.7728217840194702,0.0,data/custom/images/tr-0003-0003.jpg
14,210.17930603027344,376.4837341308594,0.8217686414718628,0.8314286470413208,0.0,data/custom/images/tr-0003-0004.jpg
15,301.5148620605469,355.31866455078125,0.9950503706932068,0.640423059463501,1.0,data/custom/images/tr-0004-0000.jpg
16,343.9527587890625,410.69610595703125,0.98492830991745,0.9135891795158386,1.0,data/custom/images/tr-0004-0001.jpg
17,404.09521484375,358.16729736328125,0.9699617028236389,0.890666127204895,1.0,data/custom/images/tr-0004-0002.jpg
18,363.1787109375,356.40875244140625,0.9881920218467712,0.7220088839530945,1.0,data/custom/images/tr-0005-0000.jpg
19,362.1935119628906,356.6741943359375,0.9547643065452576,0.5662328004837036,0.0,data/custom/images/tr-0005-0001.jpg
20,151.92202758789062,402.46038818359375,0.9913978576660156,0.9891022443771362,1.0,data/custom/images/tr-0007-0000.jpg
21,124.76129913330078,291.6265563964844,0.9977211356163025,0.9865272641181946,1.0,data/custom/images/tr-0007-0001.jpg
22,123.54866027832031,316.51617431640625,0.9859354496002197,0.9818632006645203,1.0,data/custom/images/tr-0008-0000.jpg
23,134.19894409179688,342.018310546875,0.86370849609375,0.9886043071746826,1.0,data/custom/images/tr-0008-0001.jpg
24,134.20913696289062,309.50494384765625,0.9915474057197571,0.9963353872299194,1.0,data/custom/images/tr-0008-0002.jpg
25,321.96221923828125,243.14816284179688,0.9946929812431335,0.9864576458930969,1.0,data/custom/images/tr-0008-0003.jpg
26,387.715576171875,313.03179931640625,0.8968986868858337,0.9813058972358704,1.0,data/custom/images/tr-0008-0004.jpg
27,173.85911560058594,343.32269287109375,0.8778794407844543,0.9732985496520996,1.0,data/custom/images/tr-0010-0000.jpg
28,130.53721618652344,280.0816650390625,0.9937368631362915,0.9873561859130859,1.0,data/custom/images/tr-0010-0001.jpg
29,357.6116943359375,264.8912353515625,0.9380723834037781,0.9583662152290344,1.0,data/custom/images/tr-0010-0002.jpg
30,149.87132263183594,260.43743896484375,0.9994931221008301,0.9966453909873962,1.0,data/custom/images/tr-0010-0003.jpg
31,378.44921875,196.09730529785156,0.9971605539321899,0.993700385093689,1.0,data/custom/images/tr-0010-0004.jpg
