,x,y,conf,cls_conf,cls_pred,file
0,191.22955322265625,314.353271484375,0.9445897936820984,0.9973335266113281,1.0,data/test/tr-0001-0000.jpg
1,362.45477294921875,268.1895751953125,0.9259868264198303,0.9970070719718933,1.0,data/test/tr-0001-0000.jpg
2,309.24432373046875,171.184814453125,0.8397189378738403,0.9553511738777161,0.0,data/test/tr-0001-0000.jpg
3,309.3890686035156,169.51065063476562,0.9904658794403076,0.5467752814292908,1.0,data/test/tr-0001-0000.jpg
4,320.455810546875,230.27114868164062,0.9845401644706726,0.9953112006187439,1.0,data/test/tr-0001-0001.jpg
5,199.79180908203125,320.1929626464844,0.8859049081802368,0.997717022895813,1.0,data/test/tr-0001-0001.jpg
6,366.375,351.7788391113281,0.9878278970718384,0.9997504353523254,1.0,data/test/tr-0002-0000.jpg
7,328.5790710449219,370.15997314453125,0.9890927076339722,0.999189555644989,1.0,data/test/tr-0002-0001.jpg
8,173.36656188964844,396.2716369628906,0.9285417795181274,0.9976525902748108,1.0,data/test/tr-0002-0001.jpg
9,205.29208374023438,389.453125,0.8283626437187195,0.9921567440032959,1.0,data/test/tr-0002-0001.jpg
10,98.84249877929688,366.295654296875,0.9962128400802612,0.9947256445884705,1.0,data/test/tr-0002-0002.jpg
11,333.06744384765625,397.37408447265625,0.8957394361495972,0.957884669303894,1.0,data/test/tr-0002-0003.jpg
12,310.7943115234375,291.455078125,0.9665738344192505,0.6123749017715454,0.0,data/test/tr-0002-0003.jpg
13,302.65301513671875,354.84478759765625,0.9896740913391113,0.8726272583007812,1.0,data/test/tr-0002-0004.jpg
14,296.95733642578125,358.2265625,0.8515487313270569,0.6388306617736816,0.0,data/test/tr-0002-0004.jpg
15,405.8863525390625,358.48931884765625,0.9900237917900085,0.9150043725967407,1.0,data/test/tr-0002-0005.jpg
16,258.2003173828125,326.53271484375,0.8304166197776794,0.9496590495109558,1.0,data/test/tr-0002-0005.jpg
17,361.1582946777344,358.73785400390625,0.9941495656967163,0.9466018676757812,1.0,data/test/tr-0002-0006.jpg
18,192.1592559814453,377.3244934082031,0.8973435759544373,0.9969807267189026,1.0,data/test/tr-0002-0006.jpg
19,342.7877502441406,387.93450927734375,0.8766731023788452,0.9857568144798279,1.0,data/test/tr-0002-0006.jpg
20,159.7605438232422,338.64208984375,0.8578466773033142,0.9834005236625671,1.0,data/test/tr-0002-0006.jpg
21,366.3070068359375,306.5199890136719,0.8948134183883667,0.9858879446983337,1.0,data/test/tr-0002-0007.jpg
22,124.78184509277344,289.7494812011719,0.9903770089149475,0.9618116617202759,1.0,data/test/tr-0003-0000.jpg
23,369.6416015625,269.32904052734375,0.9719247817993164,0.9763525128364563,1.0,data/test/tr-0003-0000.jpg
24,199.7560272216797,263.41357421875,0.9303202033042908,0.9906579256057739,1.0,data/test/tr-0003-0000.jpg
25,396.5203857421875,287.5928649902344,0.9058694243431091,0.972836971282959,1.0,data/test/tr-0003-0000.jpg
26,380.71575927734375,317.20587158203125,0.8405529260635376,0.9535902738571167,1.0,data/test/tr-0003-0000.jpg
27,123.83287811279297,315.74090576171875,0.988143265247345,0.9803293943405151,1.0,data/test/tr-0003-0001.jpg
28,201.566162109375,243.84164428710938,0.9932330250740051,0.9466704726219177,1.0,data/test/tr-0003-0001.jpg
29,381.6094055175781,328.1250915527344,0.8603951334953308,0.9874260425567627,1.0,data/test/tr-0003-0001.jpg
30,201.4467315673828,241.4239044189453,0.9939168095588684,0.961225152015686,1.0,data/test/tr-0003-0002.jpg
31,352.5201721191406,278.186279296875,0.9596406817436218,0.99366694688797,1.0,data/test/tr-0003-0002.jpg
32,133.04086303710938,308.0515441894531,0.9313916563987732,0.9403047561645508,1.0,data/test/tr-0003-0002.jpg
33,324.2843017578125,244.60702514648438,0.9542514681816101,0.953843891620636,1.0,data/test/tr-0003-0003.jpg
34,194.39065551757812,347.26947021484375,0.9661861658096313,0.9874388575553894,1.0,data/test/tr-0003-0004.jpg
35,471.1422119140625,348.7435302734375,0.8665159344673157,0.8952242732048035,1.0,data/test/tr-0003-0004.jpg
36,152.68324279785156,263.2781982421875,0.9974708557128906,0.9998286962509155,1.0,data/test/tr-0004-0000.jpg
37,113.34002685546875,367.8030700683594,0.9271059036254883,0.990839421749115,1.0,data/test/tr-0004-0001.jpg
38,189.522216796875,190.42788696289062,0.9408585429191589,0.9557653069496155,1.0,data/test/tr-0004-0001.jpg
39,388.49493408203125,367.78009033203125,0.915002167224884,0.9667783379554749,1.0,data/test/tr-0004-0001.jpg
40,145.35804748535156,386.0689697265625,0.9724181294441223,0.9892696738243103,1.0,data/test/tr-0004-0002.jpg
41,179.61880493164062,379.7942810058594,0.8370229601860046,0.9887726902961731,1.0,data/test/tr-0004-0002.jpg
42,398.6737976074219,366.5711975097656,0.8377707600593567,0.9801156520843506,1.0,data/test/tr-0004-0002.jpg
43,407.1992492675781,319.01226806640625,0.9540303945541382,0.9871412515640259,1.0,data/test/tr-0005-0000.jpg
44,132.40110778808594,259.141357421875,0.9217506051063538,0.9944532513618469,1.0,data/test/tr-0005-0000.jpg
45,445.6878356933594,258.90008544921875,0.8891398906707764,0.8802120089530945,1.0,data/test/tr-0005-0000.jpg
46,334.0771179199219,190.86734008789062,0.8467270731925964,0.7894349098205566,1.0,data/test/tr-0005-0000.jpg
47,362.9895935058594,338.47198486328125,0.9554976224899292,0.8161805272102356,1.0,data/test/tr-0005-0001.jpg
